LAT_1KM_GRP,LON_1KM_GRP,AREA_NAME,TOTAL_EVENTS
34.26,-118.27,FOOTHILL,6
33.73,-118.26,HARBOR,6
34.14,-118.57,WEST VALLEY,6
34.31,-118.49,DEVONSHIRE,5
34.14,-118.32,N HOLLYWOOD,5
33.87,-118.28,SOUTHEAST,5
34.29,-118.47,DEVONSHIRE,5
34.28,-118.43,MISSION,5
34.28,-118.6,DEVONSHIRE,5
34.11,-118.39,WEST LA,5
34.13,-118.55,WEST VALLEY,5
34.09,-118.4,WEST LA,5
33.77,-118.29,HARBOR,5
34.16,-118.56,TOPANGA,5
34.1,-118.48,WEST LA,4
34.12,-118.51,WEST LA,4
34.08,-118.42,WEST LA,4
33.93,-118.42,PACIFIC,4
34.28,-118.32,FOOTHILL,4
34.11,-118.5,WEST LA,4
34.06,-118.51,WEST LA,3
34.15,-118.19,NORTHEAST,3
34.1,-118.5,WEST LA,3
33.73,-118.33,HARBOR,3
34.15,-118.23,NORTHEAST,3
33.98,-118.45,PACIFIC,3
34.25,-118.63,DEVONSHIRE,3
34.04,-118.49,WEST LA,3
34.02,-118.22,NEWTON,3
34.13,-118.4,WEST LA,3
34.04,-118.27,NEWTON,3
34.27,-118.28,FOOTHILL,3
34.29,-118.29,FOOTHILL,3
34.32,-118.49,DEVONSHIRE,3
34.16,-118.29,NORTHEAST,3
34.33,-118.5,DEVONSHIRE,3
33.72,-118.26,HARBOR,3
33.82,-118.23,HARBOR,2
34.1,-118.4,HOLLYWOOD,2
34.25,-118.42,MISSION,2
34.09,-118.49,WEST LA,2
34.23,-118.31,FOOTHILL,2
34.13,-118.31,NORTHEAST,2
34.14,-118.58,TOPANGA,2
34.24,-118.63,DEVONSHIRE,2
34.3,-118.48,DEVONSHIRE,2
34.24,-118.33,FOOTHILL,2
34.09,-118.4,HOLLYWOOD,2
34.14,-118.35,N HOLLYWOOD,2
34.08,-118.52,WEST LA,2
34.28,-118.31,FOOTHILL,2
34.33,-118.5,MISSION,2
34.12,-118.39,WEST LA,2
34.06,-118.3,RAMPART,2
34.12,-118.39,N HOLLYWOOD,2
34.14,-118.52,WEST VALLEY,2
34.16,-118.28,NORTHEAST,2
34.13,-118.52,WEST LA,1
34.03,-118.33,WILSHIRE,1
34.16,-118.31,NORTHEAST,1
34.0,-118.33,77TH STREET,1
34.09,-118.41,WEST LA,1
34.01,-118.27,MISSION,1
34.27,-118.63,DEVONSHIRE,1
34.14,-118.57,TOPANGA,1
34.0,-118.34,77TH STREET,1
34.03,-118.28,NEWTON,1
34.16,-118.57,WEST VALLEY,1
34.01,-118.27,HARBOR,1
34.33,-118.51,DEVONSHIRE,1
34.07,-118.29,RAMPART,1
34.13,-118.51,WEST VALLEY,1
34.24,-118.31,FOOTHILL,1
33.82,-118.22,HARBOR,1
34.06,-118.31,RAMPART,1
34.09,-118.5,WEST LA,1
33.95,-118.28,WEST VALLEY,1
34.0,-118.34,SOUTHWEST,1
34.07,-118.51,WEST LA,1
34.25,-118.46,DEVONSHIRE,1
34.24,-118.64,TOPANGA,1
33.93,-118.44,PACIFIC,1
34.22,-118.33,FOOTHILL,1
34.06,-118.36,HOLLYWOOD,1
33.72,-118.25,HARBOR,1
34.31,-118.48,DEVONSHIRE,1
34.07,-118.59,WEST LA,1
34.17,-118.47,WEST VALLEY,1
